Date,County,Primary Area of Practice,Activities in Medicine,Count of Physicians
7/1/20,Contra Costa,Anesthesiology - Primary,Patient Care - 40+ Hours,124
7/1/20,Contra Costa,Anesthesiology - Primary,Patient Care - None,12
7/1/20,Contra Costa,Cardiology - Primary,No Response,1
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - 1-9 Hours,5
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - 10-19 Hours,3
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - 20-29 Hours,5
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - 40+ Hours,38
7/1/20,Contra Costa,Cardiology - Primary,Patient Care - None,11
7/1/20,Contra Costa,Dermatology - Primary,No Response,1
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - 20-29 Hours,9
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - 30-39 Hours,21
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - 40+ Hours,15
7/1/20,Contra Costa,Dermatology - Primary,Patient Care - None,6
7/1/20,Contra Costa,Emergency Medicine - Primary,No Response,1
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - 1-9 Hours,9
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - 10-19 Hours,14
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - 20-29 Hours,37
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - 30-39 Hours,56
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - 40+ Hours,43
7/1/20,Contra Costa,Emergency Medicine - Primary,Patient Care - None,22
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - 10-19 Hours,4
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - 30-39 Hours,7
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - 40+ Hours,11
7/1/20,Contra Costa,Endocrinology - Primary,Patient Care - None,6
7/1/20,Contra Costa,Family Medicine - Primary,No Response,1
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - 1-9 Hours,20
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - 10-19 Hours,32
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - 20-29 Hours,74
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - 30-39 Hours,133
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - 40+ Hours,112
7/1/20,Contra Costa,Family Medicine - Primary,Patient Care - None,16
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - 10-19 Hours,3
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - 30-39 Hours,8
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - 40+ Hours,41
7/1/20,Contra Costa,Gastroenterology - Primary,Patient Care - None,1
7/1/20,Contra Costa,General Practice - Primary,No Response,1
7/1/20,Contra Costa,General Practice - Primary,Patient Care - 1-9 Hours,14
7/1/20,Contra Costa,General Practice - Primary,Patient Care - 10-19 Hours,3
7/1/20,Contra Costa,General Practice - Primary,Patient Care - 20-29 Hours,6
7/1/20,Contra Costa,General Practice - Primary,Patient Care - 30-39 Hours,13
7/1/20,Contra Costa,General Practice - Primary,Patient Care - 40+ Hours,10
7/1/20,Contra Costa,General Practice - Primary,Patient Care - None,6
7/1/20,Contra Costa,General Surgery - Primary,No Response,1
7/1/20,Contra Costa,General Surgery - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,General Surgery - Primary,Patient Care - 20-29 Hours,5
7/1/20,Contra Costa,General Surgery - Primary,Patient Care - 30-39 Hours,10
7/1/20,Contra Costa,General Surgery - Primary,Patient Care - 40+ Hours,35
7/1/20,Contra Costa,General Surgery - Primary,Patient Care - None,9
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - 1-9 Hours,4
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - 20-29 Hours,1
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - 30-39 Hours,4
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - 40+ Hours,15
7/1/20,Contra Costa,Infectious Disease - Primary,Patient Care - None,4
7/1/20,Contra Costa,Internal Medicine - Primary,No Response,2
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - 1-9 Hours,28
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - 10-19 Hours,25
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - 20-29 Hours,68
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - 30-39 Hours,119
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - 40+ Hours,203
7/1/20,Contra Costa,Internal Medicine - Primary,Patient Care - None,44
7/1/20,Contra Costa,Nephrology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Contra Costa,Nephrology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Contra Costa,Nephrology - Primary,Patient Care - 30-39 Hours,8
7/1/20,Contra Costa,Nephrology - Primary,Patient Care - 40+ Hours,18
7/1/20,Contra Costa,Nephrology - Primary,Patient Care - None,4
7/1/20,Contra Costa,Neurology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Contra Costa,Neurology - Primary,Patient Care - 10-19 Hours,3
7/1/20,Contra Costa,Neurology - Primary,Patient Care - 20-29 Hours,9
7/1/20,Contra Costa,Neurology - Primary,Patient Care - 30-39 Hours,7
7/1/20,Contra Costa,Neurology - Primary,Patient Care - 40+ Hours,15
7/1/20,Contra Costa,Neurology - Primary,Patient Care - None,4
7/1/20,Contra Costa,No Response,No Response,106
7/1/20,Contra Costa,No Response,Patient Care - 1-9 Hours,50
7/1/20,Contra Costa,No Response,Patient Care - 10-19 Hours,27
7/1/20,Contra Costa,No Response,Patient Care - 20-29 Hours,79
7/1/20,Contra Costa,No Response,Patient Care - 30-39 Hours,180
7/1/20,Contra Costa,No Response,Patient Care - 40+ Hours,234
7/1/20,Contra Costa,No Response,Patient Care - None,86
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,7
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,6
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,16
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,31
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,88
7/1/20,Contra Costa,Obstetrics and Gynecology - Primary,Patient Care - None,23
7/1/20,Contra Costa,Oncology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Contra Costa,Oncology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Contra Costa,Oncology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Contra Costa,Oncology - Primary,Patient Care - 30-39 Hours,12
7/1/20,Contra Costa,Oncology - Primary,Patient Care - 40+ Hours,22
7/1/20,Contra Costa,Oncology - Primary,Patient Care - None,6
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - 1-9 Hours,4
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - 10-19 Hours,6
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - 20-29 Hours,6
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - 30-39 Hours,19
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - 40+ Hours,39
7/1/20,Contra Costa,Ophthalmology - Primary,Patient Care - None,12
7/1/20,Contra Costa,Orthopedic Surgery - Primary,No Response,1
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,2
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,3
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,5
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,14
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,54
7/1/20,Contra Costa,Orthopedic Surgery - Primary,Patient Care - None,7
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - 30-39 Hours,16
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - 40+ Hours,8
7/1/20,Contra Costa,Otolaryngology - Primary,Patient Care - None,3
7/1/20,Contra Costa,Pathology - Primary,Patient Care - 1-9 Hours,6
7/1/20,Contra Costa,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Contra Costa,Pathology - Primary,Patient Care - 30-39 Hours,7
7/1/20,Contra Costa,Pathology - Primary,Patient Care - 40+ Hours,21
7/1/20,Contra Costa,Pathology - Primary,Patient Care - None,15
7/1/20,Contra Costa,Pediatrics - Primary,No Response,2
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - 1-9 Hours,23
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - 10-19 Hours,18
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - 20-29 Hours,52
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - 30-39 Hours,86
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - 40+ Hours,58
7/1/20,Contra Costa,Pediatrics - Primary,Patient Care - None,25
7/1/20,Contra Costa,Physical Medicine and Rehabilitation - Primary,Patient Care - 1-9 Hours,2
7/1/20,Contra Costa,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,3
7/1/20,Contra Costa,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,5
7/1/20,Contra Costa,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,14
7/1/20,Contra Costa,Physical Medicine and Rehabilitation - Primary,Patient Care - None,1
7/1/20,Contra Costa,Plastic Surgery - Primary,Patient Care - 20-29 Hours,4
7/1/20,Contra Costa,Plastic Surgery - Primary,Patient Care - 30-39 Hours,7
7/1/20,Contra Costa,Plastic Surgery - Primary,Patient Care - 40+ Hours,17
7/1/20,Contra Costa,Psychiatry - Primary,No Response,1
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - 1-9 Hours,11
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - 10-19 Hours,17
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - 20-29 Hours,40
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - 30-39 Hours,28
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - 40+ Hours,56
7/1/20,Contra Costa,Psychiatry - Primary,Patient Care - None,19
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - 1-9 Hours,1
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - 20-29 Hours,3
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - 30-39 Hours,2
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - 40+ Hours,18
7/1/20,Contra Costa,Pulmonary - Primary,Patient Care - None,7
7/1/20,Contra Costa,Radiology - Primary,No Response,1
7/1/20,Contra Costa,Radiology - Primary,Patient Care - 1-9 Hours,5
7/1/20,Contra Costa,Radiology - Primary,Patient Care - 10-19 Hours,7
7/1/20,Contra Costa,Radiology - Primary,Patient Care - 20-29 Hours,9
7/1/20,Contra Costa,Radiology - Primary,Patient Care - 30-39 Hours,20
7/1/20,Contra Costa,Radiology - Primary,Patient Care - 40+ Hours,111
7/1/20,Contra Costa,Radiology - Primary,Patient Care - None,19
7/1/20,Contra Costa,Urology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Contra Costa,Urology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Contra Costa,Urology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Contra Costa,Urology - Primary,Patient Care - 30-39 Hours,4
7/1/20,Contra Costa,Urology - Primary,Patient Care - 40+ Hours,17
7/1/20,Contra Costa,Urology - Primary,Patient Care - None,4
7/1/20,Del Norte,All Other Specialties,Patient Care - 1-9 Hours,1
7/1/20,Del Norte,All Other Specialties,Patient Care - 30-39 Hours,1
7/1/20,Del Norte,All Other Specialties,Patient Care - 40+ Hours,1
7/1/20,Del Norte,Anesthesiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Del Norte,Emergency Medicine - Primary,Patient Care - 40+ Hours,1
7/1/20,Del Norte,Family Medicine - Primary,Patient Care - 1-9 Hours,1
7/1/20,Del Norte,Family Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Del Norte,Family Medicine - Primary,Patient Care - 30-39 Hours,4
7/1/20,Del Norte,Family Medicine - Primary,Patient Care - 40+ Hours,1
7/1/20,Del Norte,General Practice - Primary,Patient Care - 10-19 Hours,2
7/1/20,Del Norte,General Surgery - Primary,Patient Care - 40+ Hours,1
7/1/20,Del Norte,Internal Medicine - Primary,Patient Care - 30-39 Hours,1
7/1/20,Del Norte,Internal Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,Del Norte,Internal Medicine - Primary,Patient Care - None,2
7/1/20,Del Norte,No Response,No Response,2
7/1/20,Del Norte,No Response,Patient Care - 1-9 Hours,1
7/1/20,Del Norte,No Response,Patient Care - 30-39 Hours,1
7/1/20,Del Norte,No Response,Patient Care - 40+ Hours,4
7/1/20,Del Norte,No Response,Patient Care - None,1
7/1/20,Del Norte,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Del Norte,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,1
7/1/20,Del Norte,Ophthalmology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Del Norte,Ophthalmology - Primary,Patient Care - 40+ Hours,1
7/1/20,Del Norte,Orthopedic Surgery - Primary,No Response,1
7/1/20,Del Norte,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,Del Norte,Otolaryngology - Primary,Patient Care - 40+ Hours,1
7/1/20,El Dorado,All Other Specialties,No Response,2
7/1/20,El Dorado,All Other Specialties,Patient Care - 1-9 Hours,5
7/1/20,El Dorado,All Other Specialties,Patient Care - 10-19 Hours,2
7/1/20,El Dorado,All Other Specialties,Patient Care - 20-29 Hours,3
7/1/20,El Dorado,All Other Specialties,Patient Care - 30-39 Hours,3
7/1/20,El Dorado,All Other Specialties,Patient Care - 40+ Hours,11
7/1/20,El Dorado,All Other Specialties,Patient Care - None,5
7/1/20,El Dorado,Anesthesiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,El Dorado,Anesthesiology - Primary,Patient Care - 10-19 Hours,1
7/1/20,El Dorado,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,El Dorado,Anesthesiology - Primary,Patient Care - 40+ Hours,19
7/1/20,El Dorado,Anesthesiology - Primary,Patient Care - None,3
7/1/20,El Dorado,Cardiology - Primary,Patient Care - 40+ Hours,5
7/1/20,El Dorado,Dermatology - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,Emergency Medicine - Primary,Patient Care - 20-29 Hours,7
7/1/20,El Dorado,Emergency Medicine - Primary,Patient Care - 30-39 Hours,8
7/1/20,El Dorado,Emergency Medicine - Primary,Patient Care - 40+ Hours,5
7/1/20,El Dorado,Emergency Medicine - Primary,Patient Care - None,3
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - 1-9 Hours,3
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - 10-19 Hours,2
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - 20-29 Hours,8
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - 30-39 Hours,19
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - 40+ Hours,13
7/1/20,El Dorado,Family Medicine - Primary,Patient Care - None,6
7/1/20,El Dorado,Gastroenterology - Primary,Patient Care - 20-29 Hours,2
7/1/20,El Dorado,Gastroenterology - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,Gastroenterology - Primary,Patient Care - 40+ Hours,1
7/1/20,El Dorado,Gastroenterology - Primary,Patient Care - None,1
7/1/20,El Dorado,General Practice - Primary,Patient Care - 1-9 Hours,1
7/1/20,El Dorado,General Practice - Primary,Patient Care - 40+ Hours,1
7/1/20,El Dorado,General Practice - Primary,Patient Care - None,1
7/1/20,El Dorado,General Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,General Surgery - Primary,Patient Care - 40+ Hours,9
7/1/20,El Dorado,General Surgery - Primary,Patient Care - None,1
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - 1-9 Hours,4
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - 10-19 Hours,3
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - 20-29 Hours,4
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - 30-39 Hours,8
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - 40+ Hours,9
7/1/20,El Dorado,Internal Medicine - Primary,Patient Care - None,9
7/1/20,El Dorado,Neurology - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,No Response,No Response,9
7/1/20,El Dorado,No Response,Patient Care - 1-9 Hours,3
7/1/20,El Dorado,No Response,Patient Care - 10-19 Hours,5
7/1/20,El Dorado,No Response,Patient Care - 20-29 Hours,8
7/1/20,El Dorado,No Response,Patient Care - 30-39 Hours,15
7/1/20,El Dorado,No Response,Patient Care - 40+ Hours,25
7/1/20,El Dorado,No Response,Patient Care - None,16
7/1/20,El Dorado,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,1
7/1/20,El Dorado,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,1
7/1/20,El Dorado,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,2
7/1/20,El Dorado,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,9
7/1/20,El Dorado,Obstetrics and Gynecology - Primary,Patient Care - None,2
7/1/20,El Dorado,Oncology - Primary,Patient Care - 40+ Hours,1
7/1/20,El Dorado,Oncology - Primary,Patient Care - None,1
7/1/20,El Dorado,Ophthalmology - Primary,Patient Care - 1-9 Hours,1
7/1/20,El Dorado,Ophthalmology - Primary,Patient Care - 30-39 Hours,2
7/1/20,El Dorado,Ophthalmology - Primary,Patient Care - None,2
7/1/20,El Dorado,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,2
7/1/20,El Dorado,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,1
7/1/20,El Dorado,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,8
7/1/20,El Dorado,Otolaryngology - Primary,Patient Care - 20-29 Hours,1
7/1/20,El Dorado,Otolaryngology - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,Otolaryngology - Primary,Patient Care - 40+ Hours,1
7/1/20,El Dorado,Pathology - Primary,Patient Care - 40+ Hours,4
7/1/20,El Dorado,Pathology - Primary,Patient Care - None,1
7/1/20,El Dorado,Pediatrics - Primary,No Response,1
7/1/20,El Dorado,Pediatrics - Primary,Patient Care - 20-29 Hours,4
7/1/20,El Dorado,Pediatrics - Primary,Patient Care - 30-39 Hours,4
7/1/20,El Dorado,Pediatrics - Primary,Patient Care - 40+ Hours,7
7/1/20,El Dorado,Pediatrics - Primary,Patient Care - None,5
7/1/20,El Dorado,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,1
7/1/20,El Dorado,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,1
7/1/20,El Dorado,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,2
7/1/20,El Dorado,Physical Medicine and Rehabilitation - Primary,Patient Care - None,1
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - 1-9 Hours,3
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - 10-19 Hours,3
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - 20-29 Hours,5
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - 30-39 Hours,7
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - 40+ Hours,2
7/1/20,El Dorado,Psychiatry - Primary,Patient Care - None,1
7/1/20,El Dorado,Pulmonary - Primary,No Response,1
7/1/20,El Dorado,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,El Dorado,Radiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,El Dorado,Radiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,El Dorado,Radiology - Primary,Patient Care - 30-39 Hours,2
7/1/20,El Dorado,Radiology - Primary,Patient Care - 40+ Hours,7
